,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
425,2.150.000 TL,İstanbul,Beylikdüzü,Dereağzı,Satılık,Daire,3 + 1,160 m2,135 m2,3. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Galeriya bir,Doğalgaz
426,1.050.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,2 + 1,120 m2,100 m2,11. Kat,10 Yaşında,Eşyalı Değil,1,Betonarme,Moxsimoon Evleri,Doğalgaz
427,1.800.000 TL,İstanbul,Beylikdüzü,Gürpınar,Satılık,Daire,2 + 1,110 m2,100 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
428,3.400.000 TL,İstanbul,Beşiktaş,Gayrettepe,Satılık,Daire,3 + 1,145 m2,130 m2,5. Kat,31 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
429,3.250.000 TL,İstanbul,Büyükçekece,Ekinoba,Satılık,Daire,3 + 2,230 m2,170 m2,6. Kat,3 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
430,1.135.000 TL,İstanbul,Sultangazi,Cebeci,Satılık,Daire,3 + 1,135 m2,125 m2,2. Kat,6 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
431,3.500.000 TL,İstanbul,Kağıthane,Merkez,Satılık,Daire,3 + 1,163 m2,135 m2,10. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,İSTOVA İSTANBUL,Doğalgaz
432,6.150.000 TL,İstanbul,Küçükçekece,Fatih,Satılık,Daire,2 + 1,130 m2,120 m2,11. Kat,2 Yaşında,Eşyalı Değil,2,Betonarme,BLUE LAKE,Doğalgaz
433,6.700.000 TL,İstanbul,Üsküdar,Küçüksu,Satılık,Daire,4 + 1,255 m2,220 m2,En Üst Kat,21 Yaşında,Eşyalı Değil,3,Betonarme,2001 Çengelköy konutları,Doğalgaz
434,2.150.000 TL,İstanbul,Eyüpsultan,Karadolap,Satılık,Daire,2 + 1,105 m2,95 m2,7. Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,Cadde Life,Doğalgaz
435,3.250.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,4 + 2,300 m2,280 m2,4. Kat,4 Yaşında,Eşyalı,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
436,12.950.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,2 + 1,160 m2,128 m2,15. Kat,6 Yaşında,Eşyalı,2,Betonarme,Ağaoğlu Maslak 1453,Doğalgaz
437,1.850.000 TL,İstanbul,Esenyurt,PiriReis,Satılık,Daire,3 + 1,150 m2,140 m2,11. Kat,8 Yaşında,Eşyalı Değil,1,Betonarme,Çağdaş Cem Kent Sitesi,Doğalgaz
438,3.700.000 TL,İstanbul,Avcılar,Tahtakale,Satılık,Daire,3 + 1,168 m2,130 m2,15. Kat,5 Yaşında,Eşyalı Değil,3,Betonarme,1istanbul Ispartakule Evleri,Doğalgaz
439,2.175.000 TL,İstanbul,Esenyurt,AşıkVeysel,Satılık,Daire,3 + 1,150 m2,122 m2,4. Kat,20 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
440,2.700.000 TL,İstanbul,Çekeköy,Ekşioğlu,Satılık,Daire,4 + 2,270 m2,240 m2,Villa Katı,2 Yaşında,Eşyalı Değil,4,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
441,3.900.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Daire,1 + 1,85 m2,55 m2,5. Kat,9 Yaşında,Eşyalı Değil,1,Betonarme,MASHATTAN,Doğalgaz
442,5.950.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,2 + 1,116 m2,85 m2,Bahçe Katı,3 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
443,6.400.000 TL,İstanbul,Sarıyer,Zekeriyaköy,Satılık,Daire,3 + 1,163 m2,130 m2,Çatı Katı,10 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
444,4.050.000 TL,İstanbul,Şişli,Feriköy,Satılık,Residence,2 + 1,110 m2,106 m2,Ara Kat,11 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
445,2.860.000 TL,İstanbul,Esenyurt,Akevler,Satılık,Daire,2 + 1,115 m2,105 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
446,23.250.000 TL,İstanbul,Bakırköy,Yeşilköy,Satılık,Daire,4 + 1,330 m2,280 m2,4. Kat,3 Yaşında,Eşyalı Değil,4,Betonarme,Nur Konakları Sitesi,Doğalgaz
447,1.700.000 TL,İstanbul,Beylikdüzü,Dereağzı,Satılık,Daire,2 + 1,90 m2,80 m2,Bahçe Katı,4 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
448,4.700.000 TL,İstanbul,Zeytinburnu,Maltepe,Satılık,Residence,3 + 1,148 m2,120 m2,3. Kat,6 Yaşında,Eşyalı Değil,2,Betonarme,Mira Rezidans Topkapı,Doğalgaz
449,4.600.000 TL,İstanbul,Beşiktaş,Gayrettepe,Satılık,Residence,1 + 1,90 m2,65 m2,5. Kat,15 Yaşında,Eşyalı Değil,1,Betonarme,selenium,Doğalgaz
450,1.400.000 TL,İstanbul,Kağıthane,Yeşilce,Satılık,Residence,1 + 1,69 m2,60 m2,4. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,Petra,Doğalgaz
451,2.220.000 TL,İstanbul,Kartal,Esentepe,Satılık,Daire,2 + 1,72 m2,50 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,VN KARTAL,Doğalgaz
452,5.200.000 TL,İstanbul,Başakşehir,Başakşehir,Satılık,Daire,4 + 1,368 m2,175 m2,14. Kat,5 Yaşında,Eşyalı Değil,2,Betonarme,bahçetepe,Doğalgaz
453,7.500.000 TL,İstanbul,Kadıköy,Göztepe,Satılık,Daire,3 + 1,111 m2,86 m2,8. Kat,7 Yaşında,Eşyalı,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
454,6.200.000 TL,İstanbul,Üraniye,Saray,Satılık,Residence,3 + 1,170 m2,140 m2,21 ve üzeri,4 Yaşında,Eşyalı Değil,2,Betonarme,Oryapark Rezidans,Doğalgaz
455,2.900.000 TL,İstanbul,Beylikdüzü,Cuhuriyet,Satılık,Daire,3 + 1,176 m2,146 m2,1. Kat,24 Yaşında,Eşyalı Değil,2,Betonarme,BİZİMKENT EMLAK KONUTLARI,Doğalgaz
456,4.600.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,3 + 1,117 m2,95 m2,21 ve üzeri,6 Yaşında,Eşyalı Değil,1,Betonarme,Ağaoğlu My Home Maslak,Doğalgaz
457,29.750.000 TL,İstanbul,Beşiktaş,Nisbetiye,Satılık,Residence,3 + 1,296 m2,290 m2,10. Kat,10 Yaşında,Eşyalı Değil,3,Betonarme,Bellevue Residence İstanbul,Doğalgaz
458,950.000 TL,İstanbul,Üsküdar,Yavuztürk,Satılık,Daire,3 + 1,145 m2,140 m2,2. Kat,15 Yaşında,Eşyalı Değil,2,Betonarme,Çamlıca,Doğalgaz
459,9.700.000 TL,İstanbul,Şişli,Esentepe,Satılık,Daire,2 + 1,217 m2,150 m2,Ara Kat,11 Yaşında,Eşyalı Değil,3,Betonarme,astoria residence,Doğalgaz
460,5.600.000 TL,İstanbul,Bağcılar,Bağlar,Satılık,Daire,3 + 1,165 m2,125 m2,8. Kat,3 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
461,2.250.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Residence,2 + 1,95 m2,80 m2,Ara Kat,8 Yaşında,Eşyalı Değil,1,Betonarme,PERLAVİSTA AVM,Doğalgaz
462,750.000 TL,İstanbul,Esenyurt,Sultaniye,Satılık,Daire,1 + 1,80 m2,70 m2,1. Kat,9 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
463,3.950.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,3 + 1,173 m2,140 m2,Ara Kat,7 Yaşında,Eşyalı Değil,2,Betonarme,Life City,Doğalgaz
464,1.350.000 TL,İstanbul,Maltepe,Aydınevler,Satılık,Daire,2 + 1,85 m2,80 m2,Yüksek Giriş,5 Yaşında,Eşyalı Değil,1,Betonarme,GÖKKUŞAĞI,Doğalgaz
465,940.000 TL,İstanbul,Silivri,MiarSinan,Satılık,Daire,2 + 1,95 m2,72 m2,Ara Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,Silivri Kiptaş3,Doğalgaz
466,3.100.000 TL,İstanbul,Küçükçekece,HalkalıMerkez,Satılık,Daire,1 + 1,84 m2,68 m2,12. Kat,7 Yaşında,Eşyalı,1,Betonarme,Avrupa Konutları 3,Doğalgaz
467,2.500.000 TL,İstanbul,Esenyurt,PiriReis,Satılık,Daire,3 + 1,147 m2,135 m2,4. Kat,15 Yaşında,Eşyalı Değil,2,Betonarme,yeşil hasbahçe,Doğalgaz
468,12.000.000 TL,İstanbul,Gaziosanpaşa,Merkez,Satılık,Daire,2 + 1,85 m2,70 m2,Yarı Bodrum,2 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
469,1.500.000 TL,İstanbul,Büyükçekece,Celaliye,Satılık,Daire,2 + 1,115 m2,114 m2,Yüksek Giriş,6 Yaşında,Eşyalı Değil,1,Betonarme,A C PARK EVLERİ,Doğalgaz
470,18.000.000 TL,İstanbul,Sarıyer,Pınar,Satılık,Daire,3 + 1,194 m2,150 m2,3. Kat,13 Yaşında,Eşyalı Değil,2,Betonarme,İSTİNYE PARK,Doğalgaz
471,1.725.000 TL,İstanbul,Eyüpsultan,Karadolap,Satılık,Daire,2 + 1,90 m2,75 m2,Ara Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
472,3.400.000 TL,İstanbul,Küçükçekece,Atakent,Satılık,Daire,2 + 1,122 m2,110 m2,10. Kat,6 Yaşında,Eşyalı Değil,2,Betonarme,Tema İstanbul,Doğalgaz
473,5.500.000 TL,İstanbul,Bakırköy,Yeşilköy,Satılık,Daire,3 + 1,130 m2,120 m2,Yüksek Giriş,35 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
474,3.600.000 TL,İstanbul,Sarıyer,Ayazağa,Satılık,Residence,1 + 1,70 m2,50 m2,12. Kat,6 Yaşında,Eşyalı Değil,1,Betonarme,Avangart İstanbul Rezidans,Doğalgaz
475,4.750.000 TL,İstanbul,Sarıyer,Ayazağa,Satılık,Residence,2 + 1,125 m2,90 m2,12. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,Avangart İstanbul,Doğalgaz
476,750.000 TL,İstanbul,Silivri,Yeni,Satılık,Daire,2 + 1,75 m2,70 m2,5. Kat,12 Yaşında,Eşyalı Değil,1,Betonarme,KİPTAŞ2,Doğalgaz
477,4.790.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Residence,3 + 1,170 m2,145 m2,2. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Göktürk Prime,Doğalgaz
478,2.100.000 TL,İstanbul,Büyükçekece,Fatih,Satılık,Daire,3 + 1,150 m2,140 m2,Ara Kat,7 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
479,2.600.000 TL,İstanbul,Küçükçekece,Fatih,Satılık,Daire,1 + 1,75 m2,63 m2,7. Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,BLUE LAKE,Doğalgaz
480,1.400.000 TL,İstanbul,Zeytinburnu,Maltepe,Satılık,Daire,3 + 1,111 m2,110 m2,Bahçe Katı,26 Yaşında,Eşyalı Değil,1,Betonarme,ÜLKÜKENT SİTESİ,Doğalgaz
481,1.250.000 TL,İstanbul,Esenyurt,Örnek,Satılık,Daire,3 + 1,140 m2,136 m2,2. Kat,11 Yaşında,Eşyalı Değil,2,Betonarme,Fi Yaka,Doğalgaz
482,6.500.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,3 + 1,160 m2,140 m2,Ara Kat,12 Yaşında,Eşyalı Değil,2,Betonarme,Zengin Bahçe 2,Doğalgaz
483,5.000.000 TL,İstanbul,Sarıyer,Zekeriyaköy,Satılık,Daire,3 + 1,180 m2,165 m2,Çatı Katı,4 Yaşında,Eşyalı Değil,2,Betonarme,alya sitesi,Doğalgaz
484,1.598.000 TL,İstanbul,Sultanbeyli,Battalgazi,Satılık,Daire,2 + 1,94 m2,60 m2,4. Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
485,2.100.000 TL,İstanbul,Beşiktaş,Konaklar,Satılık,Daire,2 + 1,80 m2,70 m2,7. Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,ERKA,Doğalgaz
486,90.000.000 TL,İstanbul,Beşiktaş,Vişnezade,Satılık,Residence,5 + 1,600 m2,540 m2,Ara Kat,7 Yaşında,Eşyalı,3,Betonarme,Maçka Residences,Doğalgaz
487,1.700.000 TL,İstanbul,Küçükçekece,Atakent,Satılık,Daire,2 + 1,85 m2,79 m2,Yüksek Giriş,25 Yaşında,Eşyalı Değil,1,Betonarme,Atakent 2,Doğalgaz
488,1.750.000 TL,İstanbul,Büyükçekece,Miaroba,Satılık,Daire,3 + 1,130 m2,110 m2,2. Kat,20 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
489,4.300.000 TL,İstanbul,Gaziosanpaşa,Karadeniz,Satılık,Daire,3 + 1,175 m2,120 m2,18. Kat,6 Yaşında,Eşyalı Değil,2,Betonarme,VENEZİA VİAPORT,Doğalgaz
490,2.650.000 TL,İstanbul,Beylikdüzü,Sahil,Satılık,Daire,2 + 1,100 m2,80 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
491,1.849.000 TL,İstanbul,Beylikdüzü,Dereağzı,Satılık,Daire,3 + 2,200 m2,180 m2,5. Kat,2 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belir,Doğalgaz
492,2.450.000 TL,İstanbul,Ataşehir,Örnek,Satılık,Daire,2 + 1,100 m2,85 m2,5. Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
493,2.850.000 TL,İstanbul,Beylikdüzü,Sahil,Satılık,Daire,3 + 1,150 m2,135 m2,8. Kat,12 Yaşında,Eşyalı Değil,2,Çelik,kavaklıkent,Doğalgaz
494,2.500.000 TL,İstanbul,Bahçelievler,Siyavuşpaşa,Satılık,Daire,3 + 1,130 m2,110 m2,Giriş Katı,12 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
495,1.690.000 TL,İstanbul,Gaziosanpaşa,Karadeniz,Satılık,Daire,1 + 1,89 m2,58 m2,5. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,Venezia Mega Konutları,Doğalgaz
496,1.700.000 TL,İstanbul,Eyüpsultan,Çırçır,Satılık,Daire,2 + 1,100 m2,85 m2,Ara Kat,1 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
497,620.000 TL,İstanbul,Bahçelievler,YenibosnaMerkez,Satılık,Daire,1 + 1,60 m2,55 m2,Zemin,16 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Elektrik
498,2.600.000 TL,İstanbul,Büyükçekece,MiarSinanMerkez,Satılık,Daire,2 + 1,105 m2,95 m2,1. Kat,2 Yaşında,Eşyalı Değil,2,Betonarme,EMEK KONAKLARI,Doğalgaz
499,2.399.000 TL,İstanbul,Maltepe,Girne,Satılık,Daire,3 + 1,140 m2,120 m2,7. Kat,19 Yaşında,Eşyalı Değil,2,Betonarme,EKŞİOĞLU SİTESİ,Doğalgaz
500,1.200.000 TL,İstanbul,Büyükçekece,Türkoba,Satılık,Daire,2 + 1,98 m2,85 m2,7. Kat,8 Yaşında,Eşyalı Değil,1,Betonarme,KİPTAŞ TEPECİK KONUTLARI,Doğalgaz
501,11.000.000 TL,İstanbul,Sarıyer,Maden,Satılık,Daire,4 + 1,270 m2,235 m2,2. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Palmiye,Doğalgaz
502,5.250.000 TL,İstanbul,Ataşehir,Atatürk,Satılık,Daire,3 + 1,158 m2,124 m2,1. Kat,22 Yaşında,Eşyalı Değil,2,Betonarme,Kamelya,Doğalgaz
503,7.300.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,3 + 1,170 m2,125 m2,Ara Kat,6 Yaşında,Eşyalı Değil,2,Betonarme,MASHATTAN,Doğalgaz
504,5.500.000 TL,İstanbul,Kağıthane,Seyrantepe,Satılık,Daire,2 + 1,101 m2,72 m2,6. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Avangart İstanbul Rezidans,Doğalgaz
505,2.750.000 TL,İstanbul,Çekeköy,Aledağ,Satılık,Daire,5 + 2,320 m2,280 m2,6. Kat,21 Yaşında,Eşyalı Değil,3,Betonarme,İnci Evleri,Doğalgaz
506,2.250.000 TL,İstanbul,Kağıthane,Merkez,Satılık,Daire,3 + 1,120 m2,80 m2,8. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
507,2.145.000 TL,İstanbul,Pendik,Çalık,Satılık,Daire,2 + 1,125 m2,108 m2,5. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,VIP Kurtköy,Doğalgaz
508,3.775.000 TL,İstanbul,Bağcılar,Bağlar,Satılık,Daire,2 + 1,102 m2,63 m2,7. Kat,6 Yaşında,Eşyalı Değil,1,Betonarme,Sur Yapı Corridor,Doğalgaz
509,14.000.000 TL,İstanbul,Ataşehir,Barbaros,Satılık,Daire,3 + 1,190 m2,130 m2,15. Kat,8 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
510,2.100.000 TL,İstanbul,Tuzla,Aydınlı,Satılık,Daire,3 + 1,164 m2,140 m2,4. Kat,8 Yaşında,Eşyalı Değil,2,Betonarme,ADRES NATURA,Doğalgaz
511,3.750.000 TL,İstanbul,Kartal,Petroliş,Satılık,Daire,3 + 1,147 m2,95 m2,19. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,Kartal Life Atalar Rezidans,Doğalgaz
512,4.550.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,3 + 1,99 m2,86 m2,4. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,GÖKTÜRK,Doğalgaz
513,42.000.000 TL,İstanbul,Zeytinburnu,Kazlıçeşe,Satılık,Residence,5 + 1,313 m2,269 m2,15. Kat,Sıfır Bina,Eşyalı Değil,5,Betonarme,Yedi Mavi,Doğalgaz
514,2.150.000 TL,İstanbul,Esenyurt,Güzelyurt,Satılık,Daire,2 + 1,135 m2,110 m2,En Üst Kat,5 Yaşında,Eşyalı Değil,2,Betonarme,milpark,Doğalgaz
515,5.350.000 TL,İstanbul,Başakşehir,Başakşehir,Satılık,Daire,4 + 1,172 m2,130 m2,5. Kat,8 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
516,1.550.000 TL,İstanbul,Beylikdüzü,Gürpınar,Satılık,Daire,2 + 1,130 m2,110 m2,Ara Kat,Sıfır Bina,Eşyalı,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
517,1.500.000 TL,İstanbul,Esenyurt,Zafer,Satılık,Daire,2 + 1,96 m2,73 m2,1. Kat,1 Yaşında,Eşyalı Değil,1,Betonarme,gümüş panorama,Doğalgaz
518,75.000.000 TL,İstanbul,Beşiktaş,Levent,Satılık,Residence,5 + 3,1.000 m2,850 m2,21 ve üzeri,8 Yaşında,Eşyalı Değil,6,Çelik,Sapphire Residence,Doğalgaz
519,3.450.000 TL,İstanbul,Kartal,Topselvi,Satılık,Daire,3 + 1,200 m2,110 m2,2. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,Teras Kule Rezidans,Doğalgaz
520,5.350.000 TL,İstanbul,Sarıyer,Zekeriyaköy,Satılık,Daire,2 + 2,120 m2,110 m2,Giriş Katı,5 Yaşında,Eşyalı,2,Çelik,panaroma life,Doğalgaz
521,13.500.000 TL,İstanbul,Bakırköy,Yeşilköy,Satılık,Daire,4 + 1,194 m2,160 m2,1. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Nur konakları,Doğalgaz
522,2.500.000 TL,İstanbul,Kağıthane,Çağlayan,Satılık,Daire,2 + 1,87 m2,75 m2,8. Kat,2 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
523,1.700.000 TL,İstanbul,Maltepe,Bağlarbaşı,Satılık,Daire,1 + 1,68 m2,65 m2,5. Kat,1 Yaşında,Eşyalı,1,Betonarme,yeşili rezidans,Doğalgaz
524,1.800.000 TL,İstanbul,Başakşehir,ZiyaGökalp,Satılık,Daire,2 + 1,145 m2,115 m2,21 ve üzeri,3 Yaşında,Eşyalı Değil,1,Yığma,AYAZMA EMLAK KNOT,Doğalgaz
525,1.220.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,2 + 1,110 m2,95 m2,2. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
526,2.500.000 TL,İstanbul,Beylikdüzü,Cuhuriyet,Satılık,Daire,3 + 1,150 m2,130 m2,Ara Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
527,1.400.000 TL,İstanbul,Başakşehir,Kayabaşı,Satılık,Daire,2 + 1,78 m2,75 m2,En Üst Kat,10 Yaşında,Eşyalı Değil,1,Betonarme,3.Bölge Toki Evleri,Doğalgaz
528,21.000.000 TL,İstanbul,Sarıyer,İstinye,Satılık,Daire,5 + 1,300 m2,270 m2,Bahçe Katı,6 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
529,1.365.000 TL,İstanbul,Kağıthane,Seyrantepe,Satılık,Residence,2 + 1,85 m2,80 m2,4. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
530,7.650.000 TL,İstanbul,Beşiktaş,Ulus,Satılık,Daire,3 + 1,135 m2,120 m2,Giriş Katı,25 Yaşında,Eşyalı Değil,1,Betonarme,Noterler Sitesi,Doğalgaz
531,5.650.000 TL,İstanbul,Şişli,Kuştepe,Satılık,Residence,1 + 1,121 m2,101 m2,5. Kat,10 Yaşında,Eşyalı Değil,1,Betonarme,trumtowers,Doğalgaz
532,5.200.000 TL,İstanbul,Beykoz,Acarlar,Satılık,Daire,2 + 1,122 m2,110 m2,Ara Kat,15 Yaşında,Eşyalı Değil,1,Betonarme,Acarkent,Doğalgaz
533,1.600.000 TL,İstanbul,Büyükçekece,Sinanoba,Satılık,Daire,3 + 1,140 m2,130 m2,2. Kat,20 Yaşında,Eşyalı Değil,1,Betonarme,slte,Doğalgaz
534,4.250.000 TL,İstanbul,Bakırköy,Ataköy7-8-9-10.Kısı,Satılık,Daire,2 + 1,130 m2,123 m2,9. Kat,3 Yaşında,Eşyalı Değil,2,Betonarme,ATAKÖY NEF 22,Doğalgaz
535,3.200.000 TL,İstanbul,Zeytinburnu,Merkezefendi,Satılık,Daire,3 + 1,118 m2,100 m2,13. Kat,30 Yaşında,Eşyalı Değil,1,Çelik,Tercüman Sitesi,Doğalgaz
536,2.500.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,2 + 1,100 m2,90 m2,Bahçe Katı,5 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
537,2.695.000 TL,İstanbul,Sancaktepe,Eek,Satılık,Daire,2 + 1,118 m2,108 m2,6. Kat,7 Yaşında,Eşyalı Değil,2,Betonarme,Aqua City 2010 Sitesi,Doğalgaz
538,5.650.000 TL,İstanbul,Bakırköy,Kartaltepe,Satılık,Daire,5 + 2,230 m2,190 m2,5. Kat,9 Yaşında,Eşyalı Değil,3,Betonarme,ZAMBAK SİTESİ,Doğalgaz
539,2.500.000 TL,İstanbul,Sarıyer,Tarabya,Satılık,Daire,3 + 1,130 m2,120 m2,Bahçe Katı,25 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
540,11.205.000 TL,İstanbul,Beylikdüzü,Sahil,Satılık,Daire,5 + 2,402 m2,150 m2,Giriş Katı,2 Yaşında,Eşyalı Değil,5,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
541,4.550.000 TL,İstanbul,Sarıyer,Maden,Satılık,Daire,4 + 1,189 m2,187 m2,3. Kat,19 Yaşında,Eşyalı Değil,3,Betonarme,Acarlar Sitesi,Doğalgaz
542,8.000.000 TL,İstanbul,Kadıköy,Suadiye,Satılık,Daire,2 + 1,120 m2,90 m2,1. Kat,2 Yaşında,Eşyalı Değil,1,Betonarme,bahar,Doğalgaz
543,867.000 TL,İstanbul,Beylikdüzü,Cuhuriyet,Satılık,Daire,3 + 1,138 m2,128 m2,6. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
544,18.750.000 TL,İstanbul,Sarıyer,Huzur,Satılık,Residence,4 + 1,370 m2,302 m2,21 ve üzeri,4 Yaşında,Eşyalı Değil,3,Betonarme,Skyland İstanbul,Doğalgaz
545,1.120.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,1 + 1,85 m2,70 m2,8. Kat,15 Yaşında,Eşyalı,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
546,1.500.000 TL,İstanbul,Arnavutköy,Hadıköy,Satılık,Daire,3 + 1,145 m2,144 m2,2. Kat,10 Yaşında,Eşyalı Değil,1,Betonarme,tuğra kentte,Doğalgaz
547,1.750.000 TL,İstanbul,Çekeköy,MiarSinan,Satılık,Daire,1 + 1,108 m2,100 m2,Bahçe Katı,22 Yaşında,Eşyalı Değil,1,Betonarme,Ekşioğlu Besyildiz,Doğalgaz
548,1.500.000 TL,İstanbul,Küçükçekece,Atakent,Satılık,Daire,1 + 1,58 m2,50 m2,6. Kat,5 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
549,1.320.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,2 + 1,110 m2,100 m2,Yüksek Giriş,26 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
550,2.320.000 TL,İstanbul,Büyükçekece,Pınartepe,Satılık,Daire,3 + 1,185 m2,165 m2,3. Kat,9 Yaşında,Eşyalı Değil,2,Betonarme,BELLA PARK,Doğalgaz
